"Código";"Denominación";"Fecha";"Asiento";"Documento";"Concepto";"Ampliación";"Contrapartida";"CC";"Debe";"Haber";"s1";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"31/01/2013";"136";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-94,93";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"28/02/2013";"333";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-103,56";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"31/03/2013";"519";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-112,19";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"30/04/2013";"686";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-120,82";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"31/05/2013";"861";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-129,45";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"30/06/2013";"1024";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-138,08";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"31/07/2013";"1182";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-146,71";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"31/08/2013";"1327";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-155,34";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"30/09/2013";"1483";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-163,97";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"31/10/2013";"1694";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-172,6";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"30/11/2013";"1888";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-181,23";""
"2817000073";"AMORT. ACUM. EQUIPO HP P3300 SFF I3-2120 4GB 500GB + MONITOR";"31/12/2013";"2072";"000123";"8";"EQUIPO HP P3300 SFF I3-2120 4G";"6817000073";"";"";"8,63";"-189,86";""
"2817000074";"AMORT. ACUM. HP PAVILION P6-2304ES CORE I3 3220 6 GB 1 TB";"31/03/2013";"519";"000124";"8";"HP Pavilion p6-2304es Core i3";"6817000074";"";"";"3,48";"-3,48";""
"2817000074";"AMORT. ACUM. HP PAVILION P6-2304ES CORE I3 3220 6 GB 1 TB";"30/04/2013";"686";"000124";"8";"HP Pavilion p6-2304es Core i3";"6817000074";"";"";"8,98";"-12,46";""
"2817000074";"AMORT. ACUM. HP PAVILION P6-2304ES CORE I3 3220 6 GB 1 TB";"31/05/2013";"861";"000124";"8";"HP Pavilion p6-2304es Core i3";"6817000074";"";"";"8,98";"-21,44";""
"2817000074";"AMORT. ACUM. HP PAVILION P6-2304ES CORE I3 3220 6 GB 1 TB";"30/06/2013";"1024";"000124";"8";"HP Pavilion p6-2304es Core i3";"6817000074";"";"";"8,98";"-30,42";""
"2817000074";"AMORT. ACUM. HP PAVILION P6-2304ES CORE I3 3220 6 GB 1 TB";"31/07/2013";"1182";"000124";"8";"HP Pavilion p6-2304es Core i3";"6817000074";"";"";"8,98";"-39,4";""
"2817000074";"AMORT. ACUM. HP PAVILION P6-2304ES CORE I3 3220 6 GB 1 TB";"31/08/2013";"1327";"000124";"8";"HP Pavilion p6-2304es Core i3";"6817000074";"";"";"8,98";"-48,38";""
"2817000074";"AMORT. ACUM. HP PAVILION P6-2304ES CORE I3 3220 6 GB 1 TB";"30/09/2013";"1483";"000124";"8";"HP Pavilion p6-2304es Core i3";"6817000074";"";"";"8,98";"-57,36";""
"2817000074";"AMORT. ACUM. HP PAVILION P6-2304ES CORE I3 3220 6 GB 1 TB";"31/10/2013";"1694";"000124";"8";"HP Pavilion p6-2304es Core i3";"6817000074";"";"";"8,98";"-66,34";""
"2817000074";"AMORT. ACUM. HP PAVILION P6-2304ES CORE I3 3220 6 GB 1 TB";"30/11/2013";"1888";"000124";"8";"HP Pavilion p6-2304es Core i3";"6817000074";"";"";"8,98";"-75,32";""
"2817000074";"AMORT. ACUM. HP PAVILION P6-2304ES CORE I3 3220 6 GB 1 TB";"31/12/2013";"2072";"000124";"8";"HP Pavilion p6-2304es Core i3";"6817000074";"";"";"8,98";"-84,3";""
"3000000001";"EXISTENCIAS HARDWARE";"01/01/2013";"1";"";"970";"APERTURA";"";"";"2346,04";"";"2346,04";""
"3000000001";"EXISTENCIAS HARDWARE";"31/12/2013";"2121";"";"17";"EXISTENCIAS A 01.01.13";"6100000001";"";"";"2346,04";"0";""
"3000000001";"EXISTENCIAS HARDWARE";"31/12/2013";"2122";"";"17";"EXISTENCIAS A 31.12.13";"6100000001";"";"1767,68";"";"1767,68";""
"3000000002";"EXISTENCIAS CONSUMIBLES";"01/01/2013";"1";"";"970";"APERTURA";"";"";"691,44";"";"691,44";""
"3000000002";"EXISTENCIAS CONSUMIBLES";"31/12/2013";"2121";"";"17";"EXISTENCIAS A 01.01.13";"6100000002";"";"";"691,44";"0";""
"3000000002";"EXISTENCIAS CONSUMIBLES";"31/12/2013";"2122";"";"17";"EXISTENCIAS A 31.12.13";"6100000002";"";"661,06";"";"661,06";""
"3000000003";"EXISTENCIAS SOFT. STANDARD";"01/01/2013";"1";"";"970";"APERTURA";"";"";"244,38";"";"244,38";""
"3000000003";"EXISTENCIAS SOFT. STANDARD";"31/12/2013";"2121";"";"17";"EXISTENCIAS A 01.01.13";"6100000003";"";"";"244,38";"0";""
"3000000003";"EXISTENCIAS SOFT. STANDARD";"31/12/2013";"2122";"";"17";"EXISTENCIAS";"6100000003";"";"";"10";"272,93";""
"3000000003";"EXISTENCIAS SOFT. STANDARD";"31/12/2013";"2122";"";"17";"EXISTENCIAS A 31.12.13";"6100000003";"";"282,93";"";"282,93";""
"4000000003";"ELECTRONICA BURRIANA";"13/02/2013";"254";"A/75";"2";"S/FACTURA A/75 (110213)";"6000000002";"";"";"8,07";"-8,07";""
"4000000003";"ELECTRONICA BURRIANA";"14/02/2013";"256";"A/75";"4";"N/PAGO A/75";"5720000001";"";"8,07";"";"0";""
"4000000003";"ELECTRONICA BURRIANA";"22/02/2013";"321";"A/95";"2";"S/FACTURA A/95 (200213)";"6000000002";"";"";"8,07";"-8,07";""
"4000000003";"ELECTRONICA BURRIANA";"25/02/2013";"330";"A/95";"4";"N/PAGO A/95";"5720000001";"";"8,07";"";"0";""
"4000000003";"ELECTRONICA BURRIANA";"23/09/2013";"1465";"A/788";"2";"S/FACTURA A/788 (230913)";"6000000002";"";"";"4,03";"-4,03";""
"4000000003";"ELECTRONICA BURRIANA";"15/10/2013";"1616";"A/788";"4";"N/PAGO A/788";"5700000001";"";"4,03";"";"0";""
"4000000003";"ELECTRONICA BURRIANA";"28/11/2013";"1893";"1267/2013";"2";"S/FACTURA 1267/2013 (281113)";"6000000001";"";"";"34,53";"-34,53";""
"4000000004";"SW HOSTING, S.L.";"01/01/2013";"1";"";"970";"APERTURA";"";"";"";"257,73";"-257,73";""
"4000000004";"SW HOSTING, S.L.";"03/01/2013";"46";"2010009054";"4";"N/PAGO 201000905";"5720000001";"";"257,73";"";"0";""
"4000000004";"SW HOSTING, S.L.";"25/01/2013";"121";"382";"2";"S/FACTURA 382 (250113)";"6070000002";"";"";"242";"-242";""
"4000000004";"SW HOSTING, S.L.";"01/02/2013";"150";"382";"4";"N/PAGO 382";"5720000001";"";"242";"";"0";""
"4000000004";"SW HOSTING, S.L.";"25/02/2013";"322";"10001175";"2";"S/FACTURA 10001175 (250213)";"";"";"";"255,31";"-255,31";""
"4000000004";"SW HOSTING, S.L.";"01/03/2013";"338";"10001175";"4";"N/PAGO 10001175";"5720000001";"";"255,31";"";"0";""
"4000000004";"SW HOSTING, S.L.";"25/03/2013";"517";"10001970";"2";"S/FACTURA 10001970 (250313)";"6070000002";"";"";"242";"-242";""
"4000000004";"SW HOSTING, S.L.";"01/04/2013";"534";"10001970";"4";"N/PAGO 10001970";"5720000001";"";"242";"";"0";""
"4000000004";"SW HOSTING, S.L.";"30/04/2013";"691";"2862";"2";"S/FACTURA 2862 (250413)";"";"";"";"255,31";"-255,31";""
"4000000004";"SW HOSTING, S.L.";"01/05/2013";"694";"2862";"4";"N/PAGO 2862";"5720000001";"";"255,31";"";"0";""
"4000000004";"SW HOSTING, S.L.";"25/05/2013";"850";"3010003694";"2";"S/FACTURA 3010003694 (250513)";"";"";"";"255,31";"-255,31";""
"4000000004";"SW HOSTING, S.L.";"28/05/2013";"853";"3010003694";"4";"N/PAGO 301000369";"5720000001";"";"255,31";"";"0";""
"4000000004";"SW HOSTING, S.L.";"25/06/2013";"1018";"10004480";"2";"S/FACTURA 10004480 (250613)";"6070000002";"";"";"242";"-242";""
"4000000004";"SW HOSTING, S.L.";"01/07/2013";"1033";"10004480";"4";"N/PAGO 10004480";"5720000001";"";"242";"";"0";""
"4000000004";"SW HOSTING, S.L.";"25/07/2013";"1160";"10005221";"2";"S/FACTURA 10005221 (250713)";"6070000002";"";"";"242";"-242";""
"4000000004";"SW HOSTING, S.L.";"27/07/2013";"1167";"10005221";"4";"N/PAGO 10005221";"5720000001";"";"242";"";"0";""
"4000000004";"SW HOSTING, S.L.";"25/08/2013";"1317";"10005983";"2";"S/FACTURA 10005983 (250813)";"";"";"";"208,12";"-208,12";""
"4000000004";"SW HOSTING, S.L.";"27/08/2013";"1320";"10005983";"4";"N/PAGO 10005983";"5720000001";"";"208,12";"";"0";""
"4000000004";"SW HOSTING, S.L.";"25/09/2013";"1475";"1006946";"2";"S/FACTURA 1006946 (250913)";"6070000002";"";"";"181,5";"-181,5";""
"4000000004";"SW HOSTING, S.L.";"01/10/2013";"1498";"1006946";"4";"N/PAGO 1006946";"5720000001";"";"181,5";"";"0";""
"4000000004";"SW HOSTING, S.L.";"25/10/2013";"1682";"010007845";"2";"S/FACTURA 010007845 (251013)";"6070000002";"";"";"151,25";"-151,25";""
"4000000004";"SW HOSTING, S.L.";"29/10/2013";"1690";"010007845";"4";"N/PAGO 010007845";"5720000001";"";"151,25";"";"0";""
"4000000004";"SW HOSTING, S.L.";"27/11/2013";"1886";"10008794";"2";"S/FACTURA 10008794 (271113)";"";"";"";"164,56";"-164,56";""
"4000000004";"SW HOSTING, S.L.";"02/12/2013";"1895";"10008794";"4";"N/PAGO 10008794";"5720000001";"";"164,56";"";"0";""
"4000000004";"SW HOSTING, S.L.";"24/12/2013";"2076";"10009645";"2";"S/FACTURA 10009645 (241213)";"";"";"";"164,56";"-164,56";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"01/01/2013";"1";"";"970";"APERTURA";"";"";"";"1682,19";"-1682,19";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"02/01/2013";"57";"4033615";"2";"S/FACTURA 4033615 (020113)";"";"";"";"872,85";"-2555,04";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"03/01/2013";"44";"40302938";"4";"N/PAGO 40302938";"5720000001";"";"107,89";"";"-2447,15";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"03/01/2013";"58";"40337019";"2";"S/FACTURA 40337019 (030113)";"";"";"";"146,31";"-2593,46";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"04/01/2013";"61";"40304905";"4";"N/PAGO 40304905";"5720000001";"";"32,2";"";"-2561,26";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"11/01/2013";"74";"40310755";"4";"N/PAGO 40310755";"5720000001";"";"226,56";"";"-2334,7";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"15/01/2013";"80";"40313535";"4";"N/PAGO 40313535";"5720000001";"";"43,13";"";"-2291,57";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"15/01/2013";"81";"40315596";"4";"N/PAGO 40315596";"5720000001";"";"179,59";"";"-2111,98";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"15/01/2013";"82";"40316611";"4";"N/PAGO 40316611";"5720000001";"";"796,53";"";"-1315,45";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"25/01/2013";"128";"40362522";"2";"S/FACTURA 40362522 (250113)";"";"";"";"241,62";"-1557,07";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"28/01/2013";"129";"40363580";"2";"S/FACTURA 40363580 (280113)";"";"";"";"142,24";"-1699,31";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"30/01/2013";"131";"40330795";"4";"N/PAGO 40330795";"5720000001";"";"296,29";"";"-1403,02";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"02/02/2013";"157";"4033615";"4";"N/PAGO 4033615";"5720000001";"";"872,85";"";"-530,17";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"05/02/2013";"228";"40337019";"4";"N/PAGO 40337019";"5720000001";"";"146,31";"";"-383,86";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"13/02/2013";"253";"40012803";"2";"S/FACTURA 40012803 (130213)";"";"";"";"22,32";"-406,18";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"14/02/2013";"261";"40013993";"2";"S/FACTURA 40013993 (140213)";"";"";"";"185,48";"-591,66";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"26/02/2013";"327";"40362522";"4";"N/PAGO 40362522";"5720000001";"";"241,62";"";"-350,04";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"01/03/2013";"341";"40363580";"4";"N/PAGO 40363580";"5720000001";"";"142,24";"";"-207,8";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"16/03/2013";"460";"40012803";"4";"N/PAGO 40012803";"5720000001";"";"22,32";"";"-185,48";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"18/03/2013";"467";"40044738";"2";"S/FACTURA 40044738 (140313)";"";"";"";"27,81";"-213,29";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"19/03/2013";"462";"40013993";"4";"N/PAGO 40013993";"5720000001";"";"185,48";"";"-27,81";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"31/03/2013";"532";"40060253";"2";"S/FACTURA 40060253 (280313)";"";"";"";"294,22";"-322,03";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"16/04/2013";"628";"40044738";"4";"N/PAGO 40044738";"5720000001";"";"27,81";"";"-294,22";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"02/05/2013";"696";"40060253";"4";"N/PAGO 40060253";"5720000001";"";"294,22";"";"0";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"21/05/2013";"840";"40111741";"2";"S/FACTURA 40111741 (210513)";"";"";"";"501,15";"-501,15";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"04/06/2013";"953";"40127312";"2";"S/FACTURA 40127312 (040613)";"";"";"";"221,81";"-722,96";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"12/06/2013";"972";"40136156";"2";"S/FACTURA 40136156 (120613)";"";"";"";"1011,59";"-1734,55";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"21/06/2013";"1005";"40111741";"4";"N/PAGO 40111741";"5720000001";"";"501,15";"";"-1233,4";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"05/07/2013";"1115";"40127312";"4";"N/PAGO 40127312";"5720000001";"";"221,81";"";"-1011,59";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"10/07/2013";"1141";"40166586";"2";"S/FACTURA 40166586 (100713)";"";"";"";"35,1";"-1046,69";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"13/07/2013";"1144";"40136156";"4";"N/PAGO 40136156";"5720000001";"";"1011,59";"";"-35,1";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"01/08/2013";"1270";"40190334";"2";"S/FACTURA 40190334 (010813)";"";"";"";"76,55";"-111,65";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"10/08/2013";"1281";"40166586";"4";"N/PAGO 40166586";"5720000001";"";"35,1";"";"-76,55";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"22/08/2013";"1316";"40203906";"2";"S/FACTURA 40203906 (220813)";"";"";"";"263,42";"-339,97";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"03/09/2013";"1402";"40190334";"4";"N/PAGO 40190334";"5720000001";"";"76,55";"";"-263,42";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"05/09/2013";"1415";"40215898";"2";"S/FACTURA 40215898 (050913)";"";"";"";"3214,98";"-3478,4";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"13/09/2013";"1430";"40224754";"2";"S/FACTURA 40224754 (130913)";"";"";"";"496,85";"-3975,25";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"13/09/2013";"1431";"40225704";"2";"S/FACTURA 40225704 (130913)";"";"";"";"173,79";"-4149,04";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"19/09/2013";"1457";"40232186";"2";"S/FACTURA 40232186 (190913)";"";"";"";"949,47";"-5098,51";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"24/09/2013";"1468";"40203906";"4";"N/PAGO 40203906";"5720000001";"";"263,42";"";"-4835,09";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"02/10/2013";"1589";"40249346";"2";"S/FACTURA 40249346 (021013)";"";"";"";"746,05";"-5581,14";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"04/10/2013";"1594";"40253011";"2";"S/FACTURA 40253011 (041013)";"";"";"";"99,1";"-5680,24";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"07/10/2013";"1597";"40254614";"2";"S/FACTURA 40254614 (071013)";"";"";"";"667,93";"-6348,17";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"08/10/2013";"1578";"40215898";"4";"N/PAGO 40215898";"5720000001";"";"3214,98";"";"-3133,19";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"08/10/2013";"1598";"40255835";"2";"S/FACTURA 40255835 (081013)";"";"";"";"130,02";"-3263,21";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"11/10/2013";"1609";"40262123";"2";"S/FACTURA 40262123 (111013)";"";"";"";"700,66";"-3963,87";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"15/10/2013";"1613";"40224754";"4";"N/PAGO 40224754";"5720000001";"";"496,85";"";"-3467,02";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"15/10/2013";"1614";"40225704";"4";"N/PAGO 40225704";"5720000001";"";"173,79";"";"-3293,23";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"15/10/2013";"1625";"40266596";"2";"S/FACTURA 40266596 (151013)";"";"";"";"476,46";"-3769,69";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"17/10/2013";"1653";"40269942";"2";"S/FACTURA 40269942 (171013)";"";"";"";"129,17";"-3898,86";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"18/10/2013";"1660";"61027078";"2";"S/ABONO 61027078 (181013)";"";"";"613,48";"";"-3285,38";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"18/10/2013";"1661";"40271575";"2";"S/FACTURA 40271575 (181013)";"";"";"";"129,17";"-3414,55";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"22/10/2013";"1669";"40232186";"4";"N/PAGO 40232186";"5720000001";"";"949,47";"";"-2465,08";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"25/10/2013";"1688";"40279619";"2";"S/FACTURA 40279619 (251013)";"";"";"";"427,58";"-2892,66";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"05/11/2013";"1791";"40249346";"4";"N/PAGO 40249346";"5720000001";"";"746,05";"";"-2146,61";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"05/11/2013";"1792";"40253011";"4";"N/PAGO 40253011";"5720000001";"";"99,1";"";"-2047,51";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"07/11/2013";"1809";"61027078";"4";"N/PAGO 61027078";"5720000001";"";"";"613,48";"-1993,06";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"07/11/2013";"1809";"40254614";"4";"N/PAGO 40254614";"5720000001";"";"667,93";"";"-1379,58";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"11/11/2013";"1815";"40255835";"4";"N/PAGO 40255835";"5720000001";"";"130,02";"";"-1863,04";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"13/11/2013";"1824";"40262123";"4";"N/PAGO 40262123";"5720000001";"";"700,66";"";"-1162,38";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"15/11/2013";"1830";"40266596";"4";"N/PAGO 40266596";"5720000001";"";"476,46";"";"-685,92";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"18/11/2013";"1840";"40309713";"2";"S/FACTURA 40309713 (151113)";"";"";"";"89,88";"-775,8";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"18/11/2013";"1862";"40310295";"2";"S/FACTURA 40310295 (181113)";"";"";"";"213,3";"-989,1";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"19/11/2013";"1858";"40269942";"4";"N/PAGO 40269942";"5720000001";"";"129,17";"";"-859,93";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"19/11/2013";"1859";"40271575";"4";"N/PAGO 40271575";"5720000001";"";"129,17";"";"-730,76";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"26/11/2013";"1881";"40279619";"4";"N/PAGO 40279619";"5720000001";"";"427,58";"";"-303,18";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"26/11/2013";"1885";"40325789";"2";"S/FACTURA 40325789 (261113)";"";"";"";"91,44";"-394,62";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"28/11/2013";"1891";"40328754";"2";"S/FACTURA 40328754 (281113)";"";"";"";"226,04";"-620,66";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"28/11/2013";"1892";"40328760";"2";"S/FACTURA 40328760 (281113)";"";"";"";"117,92";"-738,58";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"16/12/2013";"2047";"40352468";"2";"S/FACTURA 40352468 (131213)";"";"";"";"785,64";"-1524,22";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"16/12/2013";"2054";"40354640";"2";"S/FACTURA 40354640 (161213)";"";"";"";"307,69";"-1831,91";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"17/12/2013";"2050";"40309713";"4";"N/PAGO 40309713";"5720000001";"";"89,88";"";"-1742,03";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"19/12/2013";"2058";"40310295";"4";"N/PAGO 40310295";"5720000001";"";"213,3";"";"-1528,73";""
"4000000012";"TECH DATA ESPAÑA, S.A.U.";"26/12/2013";"2083";"40367751";"2";"S/FACTURA 40367751 (231213)";"";"";"";"72,45";"-1601,18";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"21/01/2013";"109";"50767682";"2";"S/FACTURA 50767682 (210113)";"6020000002";"";"";"36,26";"-36,26";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"22/01/2013";"119";"50753040";"4";"N/PAGO 50753040";"5720000001";"";"72,59";"";"36,33";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"23/01/2013";"118";"50753040";"2";"S/FACTURA 50753040 (150113)";"6070000005";"";"";"72,59";"-36,26";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"24/01/2013";"120";"50774393";"2";"S/FACTURA 50774393 (240113)";"6070000007";"";"";"18,11";"-54,37";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"25/01/2013";"126";"50777082";"2";"S/FACTURA 50777082 (250113)";"6070000007";"";"";"18,11";"-72,48";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"26/01/2013";"125";"50767682";"4";"N/PAGO 50767682";"5720000001";"";"36,26";"";"-36,22";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"29/01/2013";"133";"50788314";"2";"S/FACTURA 50788314 (290113)";"6020000002";"";"";"36,26";"-72,48";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"01/02/2013";"148";"50774393";"4";"N/PAGO 50774393";"5720000001";"";"18,11";"";"-54,37";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"01/02/2013";"149";"50777082";"4";"N/PAGO 50777082";"5720000001";"";"18,11";"";"-36,26";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"05/02/2013";"227";"50788314";"4";"N/PAGO 50788314";"5720000001";"";"36,26";"";"0";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"15/02/2013";"264";"508288880";"2";"S/FACTURA 508288880 (150213)";"6070000005";"";"";"72,59";"-72,59";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"17/02/2013";"265";"750835736";"2";"S/FACTURA 750835736 (170213)";"6070000010";"";"";"47,19";"-119,78";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"18/02/2013";"293";"750838018";"2";"S/FACTURA 750838018 (180213)";"6020000002";"";"";"72,56";"-192,34";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"20/02/2013";"302";"508288880";"4";"N/PAGO 508288880";"5720000001";"";"72,59";"";"-119,75";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"22/02/2013";"307";"750835736";"4";"N/PAGO 750835736";"5720000001";"";"47,19";"";"-72,56";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"23/02/2013";"316";"750838018";"4";"N/PAGO 750838018";"5720000001";"";"72,56";"";"0";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"25/02/2013";"325";"856764";"2";"S/FACTURA 856764 (250213)";"6070000007";"";"";"36,26";"-36,26";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"02/03/2013";"352";"856764";"4";"N/PAGO 856764";"5720000001";"";"36,26";"";"0";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"06/03/2013";"442";"50879817";"2";"S/FACTURA 50879817 (060313)";"6070000007";"";"";"36,26";"-36,26";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"14/03/2013";"455";"50879817";"4";"N/PAGO 50879817";"5720000001";"";"36,26";"";"0";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"14/03/2013";"457";"50907103";"2";"S/FACTURA 50907103 (140313)";"6070000005";"";"";"72,59";"-72,59";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"18/03/2013";"468";"50908220";"2";"S/FACTURA 50908220 (140313)";"6070000007";"";"";"36,26";"-108,85";""
"4000000056";"1&1 INTERNET ESPAÑA, S.L.U.";"18/03/2013";"469";"50909387";"2";"S/FACTURA 50909387 (150313)";"6070000010";"";"";"12,1";"-120,95";""
